Model Name,issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
top_k_500,7.0,0.5650878942595676,0.2783473070627397,0.2571458726258683,0.6307624408176967,0.7119435710566384,0.7063506711938298,0.6077566472770359,0.7221183057732042,0.6773580697516471,0.6783959234989293
top_k_500,8.0,0.5691397723006513,0.2797351892995328,0.2513030750519626,0.6492065454738728,0.6876669469950856,0.6863543711573806,0.6186469500837277,0.7388111432749704,0.6616518248422055,0.676366072339571
top_k_500,9.0,0.5735969907492915,0.2861941890711623,0.2595272995856579,0.654522922821343,0.6891970373690128,0.7272417652928779,0.6144730025373757,0.7168734720571819,0.7140536034405085,0.693160460831986
top_k_500,10.0,0.5449808749038557,0.2659966540317492,0.2416867283198389,0.644858510405929,0.6787573805561772,0.6685674721734196,0.6013435355498232,0.7209609953433068,0.6427008099327446,0.6583932032498235
top_k_500,12.0,0.5662598407454051,0.2824468149106731,0.2602168360739724,0.6442809700965881,0.6996792107820511,0.6091104342657743,0.6431658999005461,0.6855836062588858,0.5759076210608565,0.6284418903715157
top_k_500,13.0,0.4807784196347238,0.2399821048279893,0.2133498452726604,0.6361970206101736,0.7200468480587006,0.6007394034148216,0.5723782623663021,0.729592749332756,0.5358585377731958,0.6096422382217689
top_k_500,14.0,0.5056403450564035,0.3136212624584718,0.3357664233576642,0.6806154251098633,0.7986283302307129,0.1689937937334248,0.7050532280339175,0.7150838370719735,0.2630067482438714,0.4630344017707968
top_k_100,1.0,0.5737626327604299,0.280293180406555,0.2503507056554716,0.6526854602190164,0.7008682924967545,0.6849880542711174,0.6111328593730933,0.7183729469056307,0.6697069607396402,0.6710502053223704
top_k_100,2.0,0.5370765423310853,0.266192544225331,0.2397870806286946,0.6466501898235745,0.6973716941144731,0.6931000298418506,0.6124250490618087,0.7242712756297768,0.685112942114677,0.6787273241620283
top_k_100,3.0,0.5438551322231324,0.2764436823455858,0.2446123848004272,0.6389973342418671,0.71606871287028,0.7589693073470255,0.5732438244765645,0.7489746259287453,0.734016549228726,0.7038010767452653
